PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3,Player Name
406,Shaquille,O'Neal,Orlando Magic,All-NBA,3,1993-94,,,1610612753,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,All-NBA,2,1994-95,,,1610612753,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,All-NBA,3,1995-96,,,1610612753,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,All-NBA,3,1996-97,,,1610612747,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,All-NBA,1,1997-98,,,1610612747,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,All-NBA,2,1998-99,,,1610612747,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,All-NBA,1,1999-00,,,1610612747,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,All-NBA,1,2000-01,,,1610612747,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,All-NBA,1,2001-02,,,1610612747,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,All-NBA,1,2002-03,,,1610612747,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,All-NBA,1,2003-04,,,1610612747,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Miami Heat,All-NBA,1,2004-05,,,1610612748,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Miami Heat,All-NBA,1,2005-06,,,1610612748,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Phoenix Suns,All-NBA,3,2008-09,,,1610612756,Award,Kia Motors,KIANT,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,All-Rookie Team,1,1992-93,,,1610612753,Award,Kia Motors,KIART,,Shaquille O'Neal
406,Shaquille,O'Neal,,Hall of Fame Inductee,,2016,,,,Award,Hall of Fame,,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,IBM Award,,1999-00,,,,Award,IBM,IBMAW,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,IBM Award,,2000-01,,,,Award,IBM,IBMAW,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA All-Star Most Valuable Player,,1999-00,,,,Award,Kia Motors,KAMVP,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA All-Star Most Valuable Player,,2003-04,,,,Award,Kia Motors,KAMVP,,Shaquille O'Neal
406,Shaquille,O'Neal,Phoenix Suns,NBA All-Star Most Valuable Player,,2008-09,,,,Award,Kia Motors,KAMVP,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Finals Most Valuable Player,,1999-00,,,,Award,Kia Motors,KFMVP,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Finals Most Valuable Player,,2000-01,,,,Award,Kia Motors,KFMVP,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Finals Most Valuable Player,,2001-02,,,,Award,Kia Motors,KFMVP,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Most Valuable Player,,1999-00,,,,Award,Kia Motors,KIMVP,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Player of the Month,,1993-94,03/01/1994,,,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Player of the Month,,1993-94,12/01/1993,,,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Player of the Month,,1994-95,11/01/1994,,,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Month,,1996-97,12/01/1996,,,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Month,,1997-98,01/01/1998,,,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Month,,1997-98,04/01/1998,,,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Month,,1999-00,02/01/2000,,,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Month,,1999-00,03/01/2000,,,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Month,,1999-00,11/01/1999,,,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Month,,2000-01,04/01/2001,,,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Month,,2002-03,03/01/2003,,West,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Miami Heat,NBA Player of the Month,,2004-05,03/01/2005,,East,Award,Kia Motors,KIPMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Player of the Week,,1992-93,,1992-11-15T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Player of the Week,,1993-94,,1993-12-12T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Player of the Week,,1994-95,,1994-12-04T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Player of the Week,,1994-95,,1995-03-05T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Player of the Week,,1995-96,,1996-03-03T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,1996-97,,1996-12-15T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,1997-98,,1998-03-22T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,1999-00,,1999-12-05T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,1999-00,,2000-02-22T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,1999-00,,2000-03-13T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,2000-01,,2001-04-08T00:00:00,,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,2001-02,,2002-02-03T00:00:00,West,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,2001-02,,2002-02-24T00:00:00,West,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,2001-02,,2002-03-10T00:00:00,West,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,2002-03,,2003-03-09T00:00:00,West,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,2002-03,,2003-04-06T00:00:00,West,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,2003-04,,2003-12-07T00:00:00,West,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Player of the Week,,2003-04,,2004-03-21T00:00:00,West,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Miami Heat,NBA Player of the Week,,2004-05,,2004-12-19T00:00:00,East,Award,Kia Motors,KIPWK,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Rookie of the Month,,1992-93,01/01/1993,,,Award,Kia Motors,KIRMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Rookie of the Month,,1992-93,02/01/1993,,,Award,Kia Motors,KIRMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Rookie of the Month,,1992-93,11/01/1992,,,Award,Kia Motors,KIRMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Rookie of the Month,,1992-93,12/01/1992,,,Award,Kia Motors,KIRMO,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Rookie of the Year,,1992-93,,,,Award,Kia Motors,KIROY,,Shaquille O'Neal
406,Shaquille,O'Neal,Los Angeles Lakers,NBA Sporting News Most Valuable Player of the Year,,1999-00,,,,Award,Sporting News,SNMVP,,Shaquille O'Neal
406,Shaquille,O'Neal,Miami Heat,NBA Sporting News Most Valuable Player of the Year,,2004-05,,,,Award,Sporting News,SNMVP,,Shaquille O'Neal
406,Shaquille,O'Neal,Orlando Magic,NBA Sporting News Rookie of the Year,,1992-93,,,,Award,Sporting News,SNROY,,Shaquille O'Neal
406,Shaquille,O'Neal,USA,Olympic Gold Medal,,1996,,,,Award,Olympic,Gold,,Shaquille O'Neal
201142,Kevin,Durant,Oklahoma City Thunder,All-NBA,1,2009-10,,,1610612760,Award,Kia Motors,KIANT,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,All-NBA,1,2010-11,,,1610612760,Award,Kia Motors,KIANT,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,All-NBA,1,2011-12,,,1610612760,Award,Kia Motors,KIANT,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,All-NBA,1,2012-13,,,1610612760,Award,Kia Motors,KIANT,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,All-NBA,1,2013-14,,,1610612760,Award,Kia Motors,KIANT,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,All-NBA,2,2015-16,,,West,Award,Kia Motors,KIANT,,Kevin Durant
201142,Kevin,Durant,Golden State Warriors,All-NBA,2,2016-17,,,West,Award,Kia Motors,KIANT,,Kevin Durant
201142,Kevin,Durant,Golden State Warriors,All-NBA,1,2017-18,,,West,Award,Kia Motors,KIANT,,Kevin Durant
201142,Kevin,Durant,Golden State Warriors,All-NBA,2,2018-19,,,West,Award,Kia Motors,KIANT,,Kevin Durant
201142,Kevin,Durant,Seattle SuperSonics,All-Rookie Team,1,2007-08,,,1610612760,Award,Kia Motors,KIART,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA All-Star Most Valuable Player,,2011-12,,,,Award,Kia Motors,KAMVP,,Kevin Durant
201142,Kevin,Durant,Golden State Warriors,NBA All-Star Most Valuable Player,,2018-19,,,,Award,Kia Motors,KAMVP,,Kevin Durant
201142,Kevin,Durant,Golden State Warriors,NBA Finals Most Valuable Player,,2016-17,,,,Award,Kia Motors,KFMVP,,Kevin Durant
201142,Kevin,Durant,Golden State Warriors,NBA Finals Most Valuable Player,,2017-18,,,,Award,Kia Motors,KFMVP,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Most Valuable Player,,2013-14,,,,Award,Kia Motors,KIMVP,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2009-10,04/01/2010,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2010-11,04/01/2011,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2010-11,12/01/2010,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2011-12,02/01/2012,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2011-12,03/01/2012,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2012-13,03/01/2013,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2013-14,1/1/2014,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2013-14,11/1/2013,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2013-14,12/1/2013,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2013-14,3/1/2014,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2015-16,1/1/2016,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Month,,2015-16,12/1/2015,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Golden State Warriors,NBA Player of the Month,,2016-17,1/1/2017,,West,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2009-10,,2010-01-04T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2009-10,,2010-02-01T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2009-10,,2010-04-05T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2010-11,,2011-02-07T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2011-12,,2011-12-25T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2011-12,,2012-02-13T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2011-12,,2012-03-19T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2012-13,,2012-11-12T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2012-13,,2012-11-26T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2012-13,,2013-01-14T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2013-14,,2013-12-02T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2013-14,,2013-12-30T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2013-14,,2014-01-20T00:00:00,,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2013-14,,2014-01-27T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2013-14,,2014-02-10T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2013-14,,2014-03-24T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2014-15,,2014-12-29T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2015-16,,2015-11-30T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2015-16,,2015-12-14T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2015-16,,2016-01-18T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2015-16,,2016-02-01T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Oklahoma City Thunder,NBA Player of the Week,,2015-16,,2016-03-21T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Golden State Warriors,NBA Player of the Week,,2016-17,,2016-11-28T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Golden State Warriors,NBA Player of the Week,,2017-18,,2017-12-04T00:00:00,West,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Brooklyn Nets,NBA Player of the Week,,2020-21,,2021-01-11T00:00:00,East,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Seattle SuperSonics,NBA Rookie of the Month,,2007-08,01/01/2008,,West,Award,Kia Motors,KIRMO,,Kevin Durant
201142,Kevin,Durant,Seattle SuperSonics,NBA Rookie of the Month,,2007-08,03/01/2008,,West,Award,Kia Motors,KIRMO,,Kevin Durant
201142,Kevin,Durant,Seattle SuperSonics,NBA Rookie of the Month,,2007-08,04/01/2008,,West,Award,Kia Motors,KIRMO,,Kevin Durant
201142,Kevin,Durant,Seattle SuperSonics,NBA Rookie of the Month,,2007-08,11/01/2007,,West,Award,Kia Motors,KIRMO,,Kevin Durant
201142,Kevin,Durant,Seattle SuperSonics,NBA Rookie of the Month,,2007-08,12/01/2007,,West,Award,Kia Motors,KIRMO,,Kevin Durant
201142,Kevin,Durant,Seattle SuperSonics,NBA Rookie of the Year,,2007-08,,,,Award,Kia Motors,KIROY,,Kevin Durant
201142,Kevin,Durant,USA,Olympic Gold Medal,,2012,,,,Award,Olympic,Gold,,Kevin Durant
201142,Kevin,Durant,,Olympic Gold Medal,,2016,,,,Award,Olympic,Gold,,Kevin Durant
201142,Kevin,Durant,Brooklyn Nets,NBA Player of the Week,,2021-22,,2021-11-08T00:00:00,East,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Brooklyn Nets,NBA Player of the Month,,2021-22,11/1/2021,,East,Award,Kia Motors,KIPMO,,Kevin Durant
201142,Kevin,Durant,Brooklyn Nets,NBA Player of the Week,,2021-22,,2022-03-07T00:00:00,East,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Brooklyn Nets,All-NBA,2,2021-22,,,East,Award,Kia Motors,KIANT,,Kevin Durant
201142,Kevin,Durant,Brooklyn Nets,NBA Player of the Week,,2022-23,,2022-11-28T00:00:00,East,Award,Kia Motors,KIPWK,,Kevin Durant
201142,Kevin,Durant,Brooklyn Nets,NBA Player of the Week,,2022-23,,2022-10-31T00:00:00,East,Award,Kia Motors,KIPWK,,Kevin Durant
165,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,2,1984-85,,,1610612745,Award,Kia Motors,KIADT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,1,1986-87,,,1610612745,Award,Kia Motors,KIADT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,1,1987-88,,,1610612745,Award,Kia Motors,KIADT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,1,1989-90,,,1610612745,Award,Kia Motors,KIADT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,2,1990-91,,,1610612745,Award,Kia Motors,KIADT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,1,1992-93,,,1610612745,Award,Kia Motors,KIADT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,1,1993-94,,,1610612745,Award,Kia Motors,KIADT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,2,1995-96,,,1610612745,Award,Kia Motors,KIADT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,2,1996-97,,,1610612745,Award,Kia Motors,KIADT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,2,1985-86,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,1,1986-87,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,1,1987-88,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,1,1988-89,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,2,1989-90,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,3,1990-91,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,1,1992-93,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,1,1993-94,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,3,1994-95,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,2,1995-96,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,1,1996-97,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-NBA,3,1998-99,,,1610612745,Award,Kia Motors,KIANT,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,All-Rookie Team,1,1984-85,,,1610612745,Award,Kia Motors,KIART,,Hakeem Olajuwon
165,Hakeem,Olajuwon,,Hall of Fame Inductee,,2008,,,,Award,Hall of Fame,,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,IBM Award,,1992-93,,,,Award,IBM,IBMAW,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Defensive Player of the Year,,1992-93,,,,Award,Kia Motors,KDPYR,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Defensive Player of the Year,,1993-94,,,,Award,Kia Motors,KDPYR,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Finals Most Valuable Player,,1993-94,,,,Award,Kia Motors,KFMVP,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Finals Most Valuable Player,,1994-95,,,,Award,Kia Motors,KFMVP,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Most Valuable Player,,1993-94,,,,Award,Kia Motors,KIMVP,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1985-86,11/01/1985,,,Award,Kia Motors,KIPMO,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1989-90,04/01/1990,,,Award,Kia Motors,KIPMO,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1992-93,01/01/1993,,,Award,Kia Motors,KIPMO,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1992-93,04/01/1993,,,Award,Kia Motors,KIPMO,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1993-94,11/01/1993,,,Award,Kia Motors,KIPMO,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1994-95,02/01/1995,,,Award,Kia Motors,KIPMO,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1988-89,,1988-11-13T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1988-89,,1989-02-19T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1989-90,,1990-03-04T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1992-93,,1993-01-17T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1992-93,,1993-02-28T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1992-93,,1993-04-11T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1993-94,,1993-11-14T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1993-94,,1994-03-20T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1994-95,,1995-01-01T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1994-95,,1995-02-05T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1995-96,,1996-03-03T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1996-97,,1996-11-10T00:00:00,,Award,Kia Motors,KIPWK,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Rookie of the Month,,1984-85,02/01/1985,,,Award,Kia Motors,KIRMO,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Rookie of the Month,,1984-85,03/01/1985,,,Award,Kia Motors,KIRMO,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Rookie of the Month,,1984-85,12/01/1984,,,Award,Kia Motors,KIRMO,,Hakeem Olajuwon
165,Hakeem,Olajuwon,Houston Rockets,NBA Sporting News Most Valuable Player of the Year,,1993-94,,,,Award,Sporting News,SNMVP,,Hakeem Olajuwon
